id;cie10;nombre;descripcion;fechaRegistro;estadoReg;edadFin;edadIni;flagSivigila;habilitadoMipres
8410;T593;Efecto toxico del gas lacrimogeno;Efecto toxico del gas lacrimogeno;19/07/2024;A;1;100;A;1
8411;T594;Efecto toxico del cloro gaseoso;Efecto toxico del cloro gaseoso;19/07/2024;A;1;100;A;1
8412;T595;Efecto toxico del gas de fluor y fluoruro de hidrogeno;Efecto toxico del gas de fluor y fluoruro de hidrogeno;19/07/2024;A;1;100;A;1
8413;T596;Efecto toxico del sulfuro de hidrogeno;Efecto toxico del sulfuro de hidrogeno;19/07/2024;A;1;100;A;1
8414;T597;Efecto toxico del dioxido de carbono;Efecto toxico del dioxido de carbono;19/07/2024;A;1;100;A;1
8415;T598;Efecto toxico de otros gases, humos y vapores especificados;Efecto toxico de otros gases, humos y vapores especificados;19/07/2024;A;1;100;A;1
8416;T599;Efecto toxico de gases, humos y vapores no especificados;Efecto toxico de gases, humos y vapores no especificados;19/07/2024;A;1;100;A;1
8417;T600;Efecto toxico de insecticidas organofosforados y carbamatos;Efecto toxico de insecticidas organofosforados y carbamatos;19/07/2024;A;1;100;A;1
8418;T601;Efecto toxico de insecticidas halogenados;Efecto toxico de insecticidas halogenados;19/07/2024;A;1;100;A;1
8419;T602;Efecto toxico de otros insecticidas;Efecto toxico de otros insecticidas;19/07/2024;A;1;100;A;1
8420;T603;Efecto toxico de herbicidas y fungicidas;Efecto toxico de herbicidas y fungicidas;19/07/2024;A;1;100;A;1
8421;T604;Efecto toxico de rodenticidas;Efecto toxico de rodenticidas;19/07/2024;A;1;100;A;1
8422;T608;Efecto toxico de otros plaguicidas;Efecto toxico de otros plaguicidas;19/07/2024;A;1;100;A;1
8423;T609;Efecto toxico de plaguicida, no especificado;Efecto toxico de plaguicida, no especificado;19/07/2024;A;1;100;A;1
8424;T610;Envenenamiento ciguatero por pescado;Envenenamiento ciguatero por pescado;19/07/2024;A;1;100;A;1
8425;T611;Envenenamiento escombroideo por pescado;Envenenamiento escombroideo por pescado;19/07/2024;A;1;100;A;1
8426;T612;Otros envenenamientos por pescados y mariscos;Otros envenenamientos por pescados y mariscos;19/07/2024;A;1;100;A;1
8427;T618;Efecto toxico de otros alimentos marinos;Efecto toxico de otros alimentos marinos;19/07/2024;A;1;100;A;1
8428;T619;Efecto toxico de alimentos marinos no especificados;Efecto toxico de alimentos marinos no especificados;19/07/2024;A;1;100;A;1
8429;T620;Efecto toxico de hongos ingeridos;Efecto toxico de hongos ingeridos;19/07/2024;A;1;100;A;1
8430;T621;Efecto toxico de bayas ingeridas;Efecto toxico de bayas ingeridas;19/07/2024;A;1;100;A;1
8431;T622;Efecto toxico de otra(s) (partes de) planta(s) ingerida(s);Efecto toxico de otra(s) (partes de) planta(s) ingerida(s);19/07/2024;A;1;100;A;1
8432;T628;Efecto toxico de otras sustancias nocivas especificadas ingeridas como alimento;Efecto toxico de otras sustancias nocivas especificadas ingeridas como alimento;19/07/2024;A;1;100;A;1
8433;T629;Efecto toxico de sustancia nociva ingerida como alimento, no especificada;Efecto toxico de sustancia nociva ingerida como alimento, no especificada;19/07/2024;A;1;100;A;1
8434;T630;Efecto toxico del veneno de serpiente;Efecto toxico del veneno de serpiente;19/07/2024;A;1;100;A;1
8435;T631;Efecto toxico del veneno de otros reptiles;Efecto toxico del veneno de otros reptiles;19/07/2024;A;1;100;A;1
8436;T632;Efecto toxico del veneno de escorpion;Efecto toxico del veneno de escorpion;19/07/2024;A;1;100;A;1
8437;T633;Efecto toxico del veneno de aranas;Efecto toxico del veneno de aranas;19/07/2024;A;1;100;A;1
8438;T634;Efecto toxico del veneno de otros artropodos;Efecto toxico del veneno de otros artropodos;19/07/2024;A;1;100;A;1
8439;T635;Efecto toxico del contacto con peces;Efecto toxico del contacto con peces;19/07/2024;A;1;100;A;1
8440;T636;Efecto toxico del contacto con otros animales marinos;Efecto toxico del contacto con otros animales marinos;19/07/2024;A;1;100;A;1
8441;T638;Efectos toxicos del contacto con otros animales venenosos;Efectos toxicos del contacto con otros animales venenosos;19/07/2024;A;1;100;A;1
8442;T639;Efecto toxico del contacto con animal venenoso no especificado;Efecto toxico del contacto con animal venenoso no especificado;19/07/2024;A;1;100;A;1
8443;T64X;Efecto toxico de aflatoxina y otras micotoxinas contaminantes de alimentos;Efecto toxico de aflatoxina y otras micotoxinas contaminantes de alimentos;19/07/2024;A;1;100;A;1
8444;T650;Efecto toxico del cianuro;Efecto toxico del cianuro;19/07/2024;A;1;100;A;1
8445;T651;Efecto toxico de la estricnina y sus sales;Efecto toxico de la estricnina y sus sales;19/07/2024;A;1;100;A;1
8446;T652;Efecto toxico del tabaco y la nicotina;Efecto toxico del tabaco y la nicotina;19/07/2024;A;1;100;A;1
8447;T653;Efecto toxico de nitroderivados y aminoderivados del benceno y sus homologos;Efecto toxico de nitroderivados y aminoderivados del benceno y sus homologos;19/07/2024;A;1;100;A;1
8448;T654;Efecto toxico del bisulfuro de carbono;Efecto toxico del bisulfuro de carbono;19/07/2024;A;1;100;A;1
8449;T655;Efecto toxico de nitroglicerina y otros acidos y esteres nitricos;Efecto toxico de nitroglicerina y otros acidos y esteres nitricos;19/07/2024;A;1;100;A;1
8450;T656;Efecto toxico de pinturas y colorantes, no clasificados en otra parte;Efecto toxico de pinturas y colorantes, no clasificados en otra parte;19/07/2024;A;1;100;A;1
8451;T658;Efecto toxico de otras sustancias especificadas;Efecto toxico de otras sustancias especificadas;19/07/2024;A;1;100;A;1
8452;T659;Efecto toxico de sustancia no especificada;Efecto toxico de sustancia no especificada;19/07/2024;A;1;100;A;1
8453;T66X;Efectos no especificados de la radiacion;Efectos no especificados de la radiacion;19/07/2024;A;1;100;A;1
8454;T670;Golpe de calor e insolacion;Golpe de calor e insolacion;19/07/2024;A;1;100;A;1
8455;T671;Sincope por calor;Sincope por calor;19/07/2024;A;1;100;A;1
8456;T672;Calambre por calor;Calambre por calor;19/07/2024;A;1;100;A;1
8457;T673;Agotamiento por calor, anhidrotico;Agotamiento por calor, anhidrotico;19/07/2024;A;1;100;A;1
8458;T674;Agotamiento por calor debida a deplecion de sal;Agotamiento por calor debida a deplecion de sal;19/07/2024;A;1;100;A;1
8459;T675;Agotamiento por calor no especificado;Agotamiento por calor no especificado;19/07/2024;A;1;100;A;1
8460;T676;Fatiga por calor, transitoria;Fatiga por calor, transitoria;19/07/2024;A;1;100;A;1
8461;T677;Edema por calor;Edema por calor;19/07/2024;A;1;100;A;1
8462;T678;Otros efectos del calor y de la luz;Otros efectos del calor y de la luz;19/07/2024;A;1;100;A;1
8463;T679;Efecto del calor y de la luz, no especificado;Efecto del calor y de la luz, no especificado;19/07/2024;A;1;100;A;1
8464;T68X;Hipotermia;Hipotermia;19/07/2024;A;1;100;A;1
8465;T690;Mano y pie de inmersion;Mano y pie de inmersion;19/07/2024;A;1;100;A;1
8466;T691;Sabanon(es);Sabanon(es);19/07/2024;A;1;100;A;1
8467;T698;Otros efectos especificados de la reduccion de la temperatura;Otros efectos especificados de la reduccion de la temperatura;19/07/2024;A;1;100;A;1
8468;T699;Efecto de la reduccion de la temperatura, no especificado;Efecto de la reduccion de la temperatura, no especificado;19/07/2024;A;1;100;A;1
8469;T700;Barotrauma otitico;Barotrauma otitico;19/07/2024;A;1;100;A;1
8470;T701;Barotrauma sinusal;Barotrauma sinusal;19/07/2024;A;1;100;A;1
8471;T702;Otros efectos y los no especificados de la gran altitud;Otros efectos y los no especificados de la gran altitud;19/07/2024;A;1;100;A;1
8472;T703;Enfermedad por descompresion  [de los cajones sumergidos];Enfermedad por descompresion  [de los cajones sumergidos];19/07/2024;A;1;100;A;1
8473;T704;Efectos de liquidos con alta presion;Efectos de liquidos con alta presion;19/07/2024;A;1;100;A;1
8474;T708;Otros efectos de la presion del aire y del agua;Otros efectos de la presion del aire y del agua;19/07/2024;A;1;100;A;1
8475;T709;Efecto de la presion del aire y del agua, no especificado;Efecto de la presion del aire y del agua, no especificado;19/07/2024;A;1;100;A;1
8476;T71X;Asfixia;Asfixia;19/07/2024;A;1;100;A;1
8477;T730;Efectos del hambre;Efectos del hambre;19/07/2024;A;1;100;A;1
8478;T731;Efectos de la sed;Efectos de la sed;19/07/2024;A;1;100;A;1
8479;T732;Agotamiento debido a exposicion a la intemperie;Agotamiento debido a exposicion a la intemperie;19/07/2024;A;1;100;A;1
8480;T733;Agotamiento debido a esfuerzo excesivo;Agotamiento debido a esfuerzo excesivo;19/07/2024;A;1;100;A;1
8481;T738;Otros efectos de privacion;Otros efectos de privacion;19/07/2024;A;1;100;A;1
8482;T739;Efectos de privacion, no especificados;Efectos de privacion, no especificados;19/07/2024;A;1;100;A;1
8483;T740;Negligencia o abandono;Negligencia o abandono;19/07/2024;A;1;100;A;1
8484;T741;Abuso fisico;Abuso fisico;19/07/2024;A;1;100;A;1
8485;T742;Abuso sexual;Abuso sexual;19/07/2024;A;1;100;A;1
8486;T743;Abuso psicologico;Abuso psicologico;19/07/2024;A;1;100;A;1
8487;T748;Otros sindromes del maltrato;Otros sindromes del maltrato;19/07/2024;A;1;100;A;1
8488;T749;Sindrome del maltrato, no especificado;Sindrome del maltrato, no especificado;19/07/2024;A;1;100;A;1
8489;T750;Efectos del rayo;Efectos del rayo;19/07/2024;A;1;100;A;1
8490;T751;Ahogamiento y sumersion no mortal;Ahogamiento y sumersion no mortal;19/07/2024;A;1;100;A;1
8491;T752;Efectos de la vibracion;Efectos de la vibracion;19/07/2024;A;1;100;A;1
8492;T753;Mal del movimiento;Mal del movimiento;19/07/2024;A;1;100;A;1
8493;T754;Efectos de la corriente electrica;Efectos de la corriente electrica;19/07/2024;A;1;100;A;1
8494;T758;Otros efectos especificados de causas externas;Otros efectos especificados de causas externas;19/07/2024;A;1;100;A;1
8495;T780;Choque anafilactico debido a reaccion adversa a alimentos;Choque anafilactico debido a reaccion adversa a alimentos;19/07/2024;A;1;100;A;1
8496;T781;Otra reaccion adversa a alimentos, no clasificada en otra parte;Otra reaccion adversa a alimentos, no clasificada en otra parte;19/07/2024;A;1;100;A;1
8497;T782;Choque anafilactico, no especificado;Choque anafilactico, no especificado;19/07/2024;A;1;100;A;1
8498;T783;Edema angioneurotico;Edema angioneurotico;19/07/2024;A;1;100;A;1
8499;T784;Alergia no especificada;Alergia no especificada;19/07/2024;A;1;100;A;1
8500;T788;Otros efectos adversos, no clasificados en otra parte;Otros efectos adversos, no clasificados en otra parte;19/07/2024;A;1;100;A;1
8501;T789;Efecto adverso no especificado;Efecto adverso no especificado;19/07/2024;A;1;100;A;1
8502;T790;Embolia gaseosa (traumatica);Embolia gaseosa (traumatica);19/07/2024;A;1;100;A;1
8503;T791;Embolia grasa (traumatica);Embolia grasa (traumatica);19/07/2024;A;1;100;A;1
8504;T792;Hemorragia traumatica secundaria y recurrente;Hemorragia traumatica secundaria y recurrente;19/07/2024;A;1;100;A;1
8505;T793;Infeccion postraumatica de herida, no clasificada en otra parte;Infeccion postraumatica de herida, no clasificada en otra parte;19/07/2024;A;1;100;A;1
8506;T794;Choque traumatico;Choque traumatico;19/07/2024;A;1;100;A;1
8507;T795;Anuria traumatica;Anuria traumatica;19/07/2024;A;1;100;A;1
8508;T796;Isquemia traumatica de musculo;Isquemia traumatica de musculo;19/07/2024;A;1;100;A;1
8509;T797;Enfisema subcutaneo traumatico;Enfisema subcutaneo traumatico;19/07/2024;A;1;100;A;1
8510;T798;Otras complicaciones precoces de los traumatismos;Otras complicaciones precoces de los traumatismos;19/07/2024;A;1;100;A;1
8511;T799;Complicaciones precoces no especificadas de los traumatismos;Complicaciones precoces no especificadas de los traumatismos;19/07/2024;A;1;100;A;1
8512;T800;Embolia gaseosa consecutiva a infusion, transfusion e inyeccion terapeutica;Embolia gaseosa consecutiva a infusion, transfusion e inyeccion terapeutica;19/07/2024;A;1;100;A;1
8513;T801;Complicaciones vasculares consecutivas a infusion, transfusion e inyeccion terapeutica;Complicaciones vasculares consecutivas a infusion, transfusion e inyeccion terapeutica;19/07/2024;A;1;100;A;1
8514;T802;Infecciones consecutivas a infusion, transfusion e inyeccion terapeutica;Infecciones consecutivas a infusion, transfusion e inyeccion terapeutica;19/07/2024;A;1;100;A;1
8515;T803;Reaccion de incompatibilidad al grupo ABO;Reaccion de incompatibilidad al grupo ABO;19/07/2024;A;1;100;A;1
8516;T804;Reaccion de incompatibilidad a Rh;Reaccion de incompatibilidad a Rh;19/07/2024;A;1;100;A;1
8517;T805;Choque anafilactico debido a suero;Choque anafilactico debido a suero;19/07/2024;A;1;100;A;1
8518;T806;Otras reacciones al suero;Otras reacciones al suero;19/07/2024;A;1;100;A;1
8519;T808;Otras complicaciones consecutivas a infusion, transfusion e inyeccion terapeutica;Otras complicaciones consecutivas a infusion, transfusion e inyeccion terapeutica;19/07/2024;A;1;100;A;1
8520;T809;Complicaciones no especificadas consecutivas a infusion, transfusion e inyeccion terapeutica;Complicaciones no especificadas consecutivas a infusion, transfusion e inyeccion terapeutica;19/07/2024;A;1;100;A;1
8521;T810;Hemorragia y hematoma que complican un procedimiento, no clasificados en otra parte;Hemorragia y hematoma que complican un procedimiento, no clasificados en otra parte;19/07/2024;A;1;100;A;1
8522;T811;Choque durante o resultante de un procedimiento, no clasificado en otra parte;Choque durante o resultante de un procedimiento, no clasificado en otra parte;19/07/2024;A;1;100;A;1
8523;T812;Puncion o laceracion accidental durante un procedimiento, no clasificadas en otra parte;Puncion o laceracion accidental durante un procedimiento, no clasificadas en otra parte;19/07/2024;A;1;100;A;1
8524;T813;Desgarro de herida operatoria, no clasificado en otra parte;Desgarro de herida operatoria, no clasificado en otra parte;19/07/2024;A;1;100;A;1
8525;T814;Infeccion consecutiva a procedimiento, no clasificada en otra parte;Infeccion consecutiva a procedimiento, no clasificada en otra parte;19/07/2024;A;1;100;A;1
8526;T815;Cuerpo extrano dejado accidentalmente en cavidad corporal o en herida operatoria consecutiva a procedimiento;Cuerpo extrano dejado accidentalmente en cavidad corporal o en herida operatoria consecutiva a procedimiento;19/07/2024;A;1;100;A;1
8527;T816;Reaccion aguda a sustancia extrana dejada accidentalmente durante un procedimiento;Reaccion aguda a sustancia extrana dejada accidentalmente durante un procedimiento;19/07/2024;A;1;100;A;1
8528;T817;Complicaciones vasculares consecutivas a procedimiento, no clasificadas en otra parte;Complicaciones vasculares consecutivas a procedimiento, no clasificadas en otra parte;19/07/2024;A;1;100;A;1
8529;T818;Otras complicaciones de procedimientos, no clasificadas en otra parte;Otras complicaciones de procedimientos, no clasificadas en otra parte;19/07/2024;A;1;100;A;1
8530;T819;Complicacion de procedimientos, no especificada;Complicacion de procedimientos, no especificada;19/07/2024;A;1;100;A;1
8531;T820;Complicacion mecanica de protesis de valvula cardiaca;Complicacion mecanica de protesis de valvula cardiaca;19/07/2024;A;1;100;A;1
8532;T821;Complicacion mecanica de dispositivo electronico cardiaco;Complicacion mecanica de dispositivo electronico cardiaco;19/07/2024;A;1;100;A;1
8533;T822;Complicacion mecanica de derivacion de arteria coronaria e injerto valvular;Complicacion mecanica de derivacion de arteria coronaria e injerto valvular;19/07/2024;A;1;100;A;1
8534;T823;Complicacion mecanica de otros injertos vasculares;Complicacion mecanica de otros injertos vasculares;19/07/2024;A;1;100;A;1
8535;T824;Complicacion mecanica de cateter para dialisis vascular;Complicacion mecanica de cateter para dialisis vascular;19/07/2024;A;1;100;A;1
8536;T825;Complicacion mecanica de otros dispositivos e implantes cardiovasculares;Complicacion mecanica de otros dispositivos e implantes cardiovasculares;19/07/2024;A;1;100;A;1
8537;T826;Infeccion y reaccion inflamatoria debidas a protesis de valvula cardiaca;Infeccion y reaccion inflamatoria debidas a protesis de valvula cardiaca;19/07/2024;A;1;100;A;1
8538;T827;Infeccion y reaccion inflamatoria debidas a otros dispositivos, implantes e injertos cardiovasculares;Infeccion y reaccion inflamatoria debidas a otros dispositivos, implantes e injertos cardiovasculares;19/07/2024;A;1;100;A;1
8539;T828;Otras complicaciones especificadas de dispositivos protesicos, implantes e injertos cardiovasculares;Otras complicaciones especificadas de dispositivos protesicos, implantes e injertos cardiovasculares;19/07/2024;A;1;100;A;1
8540;T829;Complicacion no especificada de dispositivo protesico, implante e injerto cardiovascular;Complicacion no especificada de dispositivo protesico, implante e injerto cardiovascular;19/07/2024;A;1;100;A;1
8541;T830;Complicacion mecanica de cateter urinario (fijo);Complicacion mecanica de cateter urinario (fijo);19/07/2024;A;1;100;A;1
8542;T831;Complicacion mecanica de otros dispositivos e implantes urinarios;Complicacion mecanica de otros dispositivos e implantes urinarios;19/07/2024;A;1;100;A;1
8543;T832;Complicacion mecanica de injerto en organo urinario;Complicacion mecanica de injerto en organo urinario;19/07/2024;A;1;100;A;1
8544;T833;Complicacion mecanica de dispositivo anticonceptivo intrauterino;Complicacion mecanica de dispositivo anticonceptivo intrauterino;19/07/2024;A;1;100;A;1
8545;T834;Complicacion mecanica de otros dispositivos, implantes e injertos en el tracto genital;Complicacion mecanica de otros dispositivos, implantes e injertos en el tracto genital;19/07/2024;A;1;100;A;1
8546;T835;Infeccion y reaccion inflamatoria debidas a dispositivo protesico, implante e injerto en el sistema urinario;Infeccion y reaccion inflamatoria debidas a dispositivo protesico, implante e injerto en el sistema urinario;19/07/2024;A;1;100;A;1
8547;T836;Infeccion y reaccion inflamatoria debidas a dispositivo protesico, implante e injerto en el tracto genital;Infeccion y reaccion inflamatoria debidas a dispositivo protesico, implante e injerto en el tracto genital;19/07/2024;A;1;100;A;1
8548;T838;Otras complicaciones de dispositivos protesicos, implantes e injertos genitourinarios;Otras complicaciones de dispositivos protesicos, implantes e injertos genitourinarios;19/07/2024;A;1;100;A;1
8549;T839;Complicacion no especificada de dispositivo protesico, implante e injerto genitourinario;Complicacion no especificada de dispositivo protesico, implante e injerto genitourinario;19/07/2024;A;1;100;A;1
8550;T840;Complicacion mecanica de protesis articular interna;Complicacion mecanica de protesis articular interna;19/07/2024;A;1;100;A;1
8551;T841;Complicacion mecanica de dispositivo de fijacion interna de huesos de un miembro;Complicacion mecanica de dispositivo de fijacion interna de huesos de un miembro;19/07/2024;A;1;100;A;1
8552;T842;Complicacion mecanica de dispositivo de fijacion interna de otros huesos;Complicacion mecanica de dispositivo de fijacion interna de otros huesos;19/07/2024;A;1;100;A;1
8553;T843;Complicacion mecanica de otros dispositivos oseos, implantes e injertos;Complicacion mecanica de otros dispositivos oseos, implantes e injertos;19/07/2024;A;1;100;A;1
8554;T844;Complicacion mecanica de otros dispositivos protesicos, implantes e injertos ortopedicos internos;Complicacion mecanica de otros dispositivos protesicos, implantes e injertos ortopedicos internos;19/07/2024;A;1;100;A;1
8555;T845;Infeccion y reaccion inflamatoria debidas a protesis articular interna;Infeccion y reaccion inflamatoria debidas a protesis articular interna;19/07/2024;A;1;100;A;1
8556;T846;infeccion y reaccion inflamatoria debidas a dispositivo de fijacion interna [cualquier sitio];infeccion y reaccion inflamatoria debidas a dispositivo de fijacion interna [cualquier sitio];19/07/2024;A;1;100;A;1
8557;T847;Infeccion y reaccion inflamatoria debidas a otros dispositivos protesicos, implantes e injertos ortopedicos internos;Infeccion y reaccion inflamatoria debidas a otros dispositivos protesicos, implantes e injertos ortopedicos internos;19/07/2024;A;1;100;A;1
8558;T848;Otras complicaciones de dispositivos protesicos, implantes e injertos ortopedicos internos;Otras complicaciones de dispositivos protesicos, implantes e injertos ortopedicos internos;19/07/2024;A;1;100;A;1
8559;T849;Complicaciones no especificadas de dispositivos protesicos, implantes e injertos ortopedicos internos;Complicaciones no especificadas de dispositivos protesicos, implantes e injertos ortopedicos internos;19/07/2024;A;1;100;A;1
8560;T850;Complicacion mecanica de derivacion (anastomotica) ventricular intracraneal;Complicacion mecanica de derivacion (anastomotica) ventricular intracraneal;19/07/2024;A;1;100;A;1
8561;T851;Complicacion mecanica de implante de estimulador electronico del sistema nervioso;Complicacion mecanica de implante de estimulador electronico del sistema nervioso;19/07/2024;A;1;100;A;1
8562;T852;Complicacion mecanica de lentes intraoculares;Complicacion mecanica de lentes intraoculares;19/07/2024;A;1;100;A;1
8563;T853;Complicacion mecanica de otros dispositivos protesicos, implantes e injertos oculares;Complicacion mecanica de otros dispositivos protesicos, implantes e injertos oculares;19/07/2024;A;1;100;A;1
8564;T854;Complicacion mecanica de protesis e implante de mama;Complicacion mecanica de protesis e implante de mama;19/07/2024;A;1;100;A;1
8565;T855;Complicacion mecanica de dispositivo protesico, implante e injerto gastrointestinal;Complicacion mecanica de dispositivo protesico, implante e injerto gastrointestinal;19/07/2024;A;1;100;A;1
8566;T856;Complicacion mecanica de otros dispositivos protesicos, implantes e injertos internos especificados;Complicacion mecanica de otros dispositivos protesicos, implantes e injertos internos especificados;19/07/2024;A;1;100;A;1
8567;T857;Infeccion y reaccion inflamatoria debidas a otros dispositivos protesicos, implantes e injertos internos;Infeccion y reaccion inflamatoria debidas a otros dispositivos protesicos, implantes e injertos internos;19/07/2024;A;1;100;A;1
8568;T858;Otras complicaciones de dispositivos protesicos, implantes e injertos internos, no clasificadas en otra parte;Otras complicaciones de dispositivos protesicos, implantes e injertos internos, no clasificadas en otra parte;19/07/2024;A;1;100;A;1
8569;T859;Complicacion no especificada de dispositivo protesico, implante e injerto interno;Complicacion no especificada de dispositivo protesico, implante e injerto interno;19/07/2024;A;1;100;A;1
8570;T860;Rechazo de trasplante de medula osea;Rechazo de trasplante de medula osea;19/07/2024;A;1;100;A;1
8571;T861;Falla y rechazo de trasplante de rinon;Falla y rechazo de trasplante de rinon;19/07/2024;A;1;100;A;1
8572;T862;Falla y rechazo de trasplante de corazon;Falla y rechazo de trasplante de corazon;19/07/2024;A;1;100;A;1
8573;T863;Falla y rechazo de trasplante de pulmon-corazon;Falla y rechazo de trasplante de pulmon-corazon;19/07/2024;A;1;100;A;1
8574;T864;Falla y rechazo de trasplante de higado;Falla y rechazo de trasplante de higado;19/07/2024;A;1;100;A;1
8575;T868;Falla y rechazo de  otros organos y tejidos trasplantados;Falla y rechazo de  otros organos y tejidos trasplantados;19/07/2024;A;1;100;A;1
8576;T869;Falla y rechazo de trasplante de organo y tejido no especificado;Falla y rechazo de trasplante de organo y tejido no especificado;19/07/2024;A;1;100;A;1
8577;T870;Complicaciones de la reinsercion (de parte) de extremidad superior;Complicaciones de la reinsercion (de parte) de extremidad superior;19/07/2024;A;1;100;A;1
8578;T871;Complicaciones de la reinsercion (de parte) de extremidad inferior;Complicaciones de la reinsercion (de parte) de extremidad inferior;19/07/2024;A;1;100;A;1
8579;T872;Complicaciones de otras partes del cuerpo reinsertadas;Complicaciones de otras partes del cuerpo reinsertadas;19/07/2024;A;1;100;A;1
8580;T873;Neuroma de munon de amputacion;Neuroma de munon de amputacion;19/07/2024;A;1;100;A;1
8581;T874;Infeccion de munon de amputacion;Infeccion de munon de amputacion;19/07/2024;A;1;100;A;1
8582;T875;Necrosis de munon de amputacion;Necrosis de munon de amputacion;19/07/2024;A;1;100;A;1
8583;T876;Otras complicaciones y las no especificadas de munon de amputacion;Otras complicaciones y las no especificadas de munon de amputacion;19/07/2024;A;1;100;A;1
8584;T880;Infeccion consecutiva a inmunizacion;Infeccion consecutiva a inmunizacion;19/07/2024;A;1;100;A;1
8585;T881;Otras complicaciones consecutivas a inmunizacion, no clasificadas en otra parte;Otras complicaciones consecutivas a inmunizacion, no clasificadas en otra parte;19/07/2024;A;1;100;A;1
8586;T882;Choque debido a la anestesia;Choque debido a la anestesia;19/07/2024;A;1;100;A;1
8587;T883;Hipertermia maligna debida a la anestesia;Hipertermia maligna debida a la anestesia;19/07/2024;A;1;100;A;1
8588;T884;Falla o dificultad de la intubacion;Falla o dificultad de la intubacion;19/07/2024;A;1;100;A;1
8589;T885;Otras complicaciones de la anestesia;Otras complicaciones de la anestesia;19/07/2024;A;1;100;A;1
8590;T886;Choque anafilactico debido a efecto adverso de droga o medicamento correcto administrado apropiadamente;Choque anafilactico debido a efecto adverso de droga o medicamento correcto administrado apropiadamente;19/07/2024;A;1;100;A;1
8591;T887;Efecto adverso no especificado de droga o medicamento;Efecto adverso no especificado de droga o medicamento;19/07/2024;A;1;100;A;1
8592;T888;Otras complicaciones especificadas de la atencion medica y quirurgica, no clasificadas en otra parte;Otras complicaciones especificadas de la atencion medica y quirurgica, no clasificadas en otra parte;19/07/2024;A;1;100;A;1
8593;T889;Complicaciones no especificadas de la atencion medica y quirurgica;Complicaciones no especificadas de la atencion medica y quirurgica;19/07/2024;A;1;100;A;1
8594;T900;Secuelas de traumatismo superficial de la cabeza;Secuelas de traumatismo superficial de la cabeza;19/07/2024;A;1;100;A;1
8595;T901;Secuelas de herida de la cabeza;Secuelas de herida de la cabeza;19/07/2024;A;1;100;A;1
8596;T902;Secuelas de fractura del craneo y de huesos faciales;Secuelas de fractura del craneo y de huesos faciales;19/07/2024;A;1;100;A;1
8597;T903;Secuelas de traumatismo de nervios craneales;Secuelas de traumatismo de nervios craneales;19/07/2024;A;1;100;A;1
8598;T904;Secuelas de traumatismo del ojo y de la orbita;Secuelas de traumatismo del ojo y de la orbita;19/07/2024;A;1;100;A;1
8599;T905;Secuelas de traumatismo intracraneal;Secuelas de traumatismo intracraneal;19/07/2024;A;1;100;A;1
8600;T908;Secuelas de otros traumatismos especificados de la cabeza;Secuelas de otros traumatismos especificados de la cabeza;19/07/2024;A;1;100;A;1
8601;T909;Secuelas de traumatismo no especificado de la cabeza;Secuelas de traumatismo no especificado de la cabeza;19/07/2024;A;1;100;A;1
8602;T910;Secuelas de traumatismo superficial y de heridas del cuello y del tronco;Secuelas de traumatismo superficial y de heridas del cuello y del tronco;19/07/2024;A;1;100;A;1
8603;T911;Secuelas de fractura de la columna vertebral;Secuelas de fractura de la columna vertebral;19/07/2024;A;1;100;A;1
8604;T912;Secuelas de otra fractura del torax y de la pelvis;Secuelas de otra fractura del torax y de la pelvis;19/07/2024;A;1;100;A;1
8605;T913;Secuelas de traumatismo de la medula espinal;Secuelas de traumatismo de la medula espinal;19/07/2024;A;1;100;A;1
8606;T914;Secuelas de traumatismo de organos intratoracicos;Secuelas de traumatismo de organos intratoracicos;19/07/2024;A;1;100;A;1
8607;T915;Secuelas de traumatismo de organos intraabdominales y pelvicos;Secuelas de traumatismo de organos intraabdominales y pelvicos;19/07/2024;A;1;100;A;1
8608;T918;Secuelas de otros traumatismos especificados del cuello y del tronco;Secuelas de otros traumatismos especificados del cuello y del tronco;19/07/2024;A;1;100;A;1
8609;T919;Secuelas de traumatismo no especificado del cuello y del tronco;Secuelas de traumatismo no especificado del cuello y del tronco;19/07/2024;A;1;100;A;1
8610;T920;Secuelas de herida de miembro superior;Secuelas de herida de miembro superior;19/07/2024;A;1;100;A;1
8611;T921;Secuelas de fractura del brazo;Secuelas de fractura del brazo;19/07/2024;A;1;100;A;1
8612;T922;Secuelas de fractura de la muneca y de la mano;Secuelas de fractura de la muneca y de la mano;19/07/2024;A;1;100;A;1
8613;T923;Secuelas de luxacion, torcedura y esquince de miembro superior;Secuelas de luxacion, torcedura y esquince de miembro superior;19/07/2024;A;1;100;A;1
8614;T924;Secuelas de traumatismo de nervio de miembro superior;Secuelas de traumatismo de nervio de miembro superior;19/07/2024;A;1;100;A;1
8615;T925;Secuelas de traumatismo de tendon y musculo de miembro superior;Secuelas de traumatismo de tendon y musculo de miembro superior;19/07/2024;A;1;100;A;1
8616;T926;Secuelas de aplastamiento y amputacion traumaticas de miembro superior;Secuelas de aplastamiento y amputacion traumaticas de miembro superior;19/07/2024;A;1;100;A;1
8617;T928;Secuelas de otros traumatismos especificados de miembro superior;Secuelas de otros traumatismos especificados de miembro superior;19/07/2024;A;1;100;A;1
8618;T929;Secuelas de traumatismo no especificado de miembro superior;Secuelas de traumatismo no especificado de miembro superior;19/07/2024;A;1;100;A;1
