"codreg_cups";"desc_cups"
"873308";"RADIOGRAFIA DIGITAL DE MIEMBROS INFERIORES (ESTUDIO DE LONGITUD)"
"873311";"RADIOGRAFIA DE ANTEVERSION FEMORAL"
"873312";"RADIOGRAFIA DE FEMUR (AP, LATERAL)"
"873313";"RADIOGRAFIA DE PIERNA (AP, LATERAL)"
"873314";"RADIOGRAFIA DE ANTEVERSION TIBIAL"
"873333";"RADIOGRAFIA DE PIE (AP, LATERAL)"
"873335";"RADIOGRAFIA DE CALCANEO (AXIAL Y LATERAL)"
"873340";"RADIOGRAFIA DE MIEMBRO INFERIOR (AP, LATERAL)"
"873411";"RADIOGRAFIA DE CADERA O ARTICULACION COXO-FEMORAL (AP, LATERAL)"
"873412";"RADIOGRAFIA DE CADERA COMPARATIVA"
"873420";"RADIOGRAFIA DE RODILLA (AP, LATERAL)"
"873422";"RADIOGRAFIA DE RODILLAS COMPARATIVAS POSICION VERTICAL (UNICAMENTE VISTA ANTEROPOSTERIOR)"
"873431";"RADIOGRAFIA DE TOBILLO (AP, LATERAL Y ROTACION INTERNA)"
"873443";"RADIOGRAFIAS COMPARATIVAS DE EXTREMIDADES INFERIORES"
"873444";"RADIOGRAFIAS EN EXTREMIDADES PROYECCIONES ADICIONALES (STRESS, TUNEL, OBLICUAS)"
"873501";"FLUOROSCOPIA COMO GUIA PARA PROCEDIMIENTOS"
"882318";"ECOGRAFIA DOPPLER DE VASOS VENOSOS DE MIEMBRO INFERIOR"
"874200";"CISTERNOGRAFIA SOD"
"874310";"FLEBOGRAFIA DE SENO SAGITAL SUPERIOR"
"874311";"FLEBOGRAFIA EPIDURAL"
"874312";"FLEBOGRAFIA ORBITARIA"
"874313";"FLEBOGRAFIA YUGULAR CON CATETER"
"874510";"ARTROGRAFIA DE ARTICULACION TEMPORO MANDIBULAR"
"874601";"DACRIOCISTOGRAFIA UNILATERAL"
"874602";"DACRIOCISTOGRAFIA BILATERAL"
"874700";"SIALOGRAFIA (CUALQUIER GLANDULA) SOD"
"874801";"FARINGOLARINGOGRAFIA"
"874810";"FARINGOLARINGOGRAFIA DINAMICA (CON CINE O VIDEO)"
"874910";"FARINGOGRAFIA O ESOFAGOGRAMA (ESTUDIO DE LA DEGLUCION)"
"874931";"ESTUDIO DE DERIVACION [CORTOCIRCUITO] O DRENAJE A TRAVES DE CATETER PERMANENTE NO VASCULAR"
"875411";"DISCOGRAFIA CERVICAL (UN DISCO)"
"875412";"DISCOGRAFIA CERVICAL (DOS O MAS DISCOS)"
"875421";"DISCOGRAFIA SEGMENTO TORACICO (UN DISCO)"
"875422";"DISCOGRAFIA SEGMENTO TORACICO (DOS O MAS DISCOS)"
"875431";"DISCOGRAFIA DE SEGMENTO LUMBAR (UN DISCO)"
"875432";"DISCOGRAFIA DESEGMENTO LUMBAR (DOS O MAS DISCOS)"
"875441";"DISCOGRAFIA LUMBOSACRA (UN DISCO)"
"875442";"DISCOGRAFIA LUMBOSACRA (DOS O MAS DISCOS)"
"875520";"MIELOGRAFIA TORACICA"
"875530";"MIELOGRAFIA LUMBAR"
"875531";"MIELOGRAFIA DINAMICA LUMBAR"
"875601";"ARTROGRAFIA CERVICAL"
"875603";"ARTROGRAFIA LUMBAR"
"876111";"MAPEO DEL ARBOL PULMONAR VIA PERCUTANEA (ENDOVASCULAR)"
"876212";"ANGIOCARDIOGRAFIA DE CORAZON DERECHO"
"876222";"ANGIOCARDIOGRAFIA DE CORAZON IZQUIERDO"
"876231";"ANGIOCARDIOGRAFIA DE CORAZON DERECHO E IZQUIERDO"
"876260";"RADIOGRAFIA CARDIACA DE CONTRASTE NEGATIVO"
"876320";"FLEBOGRAFIA TORACICA (VENAS PULMONARES)"
"876390";"FLEBOGRAFIA TORACICA (OTRAS VENAS INTRATORACICAS)"
"876400";"LINFANGIOGRAFIA INTRATORACICA SOD"
"876500";"FISTULOGRAFIA DE PARED TORACICA SOD"
"876611";"BRONCOGRAFIA UNILATERAL"
"876612";"BRONCOGRAFIA BILATERAL"
"876801";"MAMOGRAFIA UNILATERAL O DE PIEZA QUIRURGICA"
"876802";"MAMOGRAFIA BILATERAL"
"876901";"GALACTOGRAFIA DE UN CONDUCTO"
"876902";"GALACTOGRAFIA DE MULTIPLES CONDUCTOS"
"877161";"ESPLENOPORTOGRAFIA ARTERIAL"
"877201";"FLEBOGRAFIA [VENOGRAFIA] ABDOMINAL O PELVICA (SELECTIVA)"
"877210";"FLEBOGRAFIA ABDOMINAL (SISTEMA DE LA VENA PORTA)"
"877214";"PORTOGRAFIA TRANSHEPATICA"
"877301";"LINFANGIOGRAFIA ABDOMINAL (UNILATERAL O BILATERAL)"
"877302";"LINFANGIOGRAFIA PELVICA (UNILATERAL O BILATERAL)"
"877501";"PERITONEOGRAFIA"
"877603";"COLANGIOGRAFIA PERCUTANEA"
"877802";"UROGRAFIA INTRAVENOSA"
"877815";"PIELOGRAFIA RETROGRADA O ANTEROGRADA"
"877831";"URETEROGRAFIA RETROGRADA A TRAVES DE CATETER O URETEROSTOMIA"
"877851";"CISTOGRAFIA CON PROYECCIONES OBLICUAS"
"877861";"URETROCISTOGRAFIA"
"877862";"URETROCISTOGRAFIA MICCIONAL"
"877863";"URETROCISTOGRAFIA RETROGRADA"
"877871";"URETROGRAFIA RETROGRADA"
"877901";"HISTEROSALPINGOGRAFIA"
"877932";"SALPINGOGRAFIA SELECTIVA CON RECANALIZACION DE TROMPA"
"877940";"VAGINOGRAFIA"
"877941";"GENITOGRAFIA"
"877951";"VESICULOGRAFIA"
"877971";"EPIDIDIMOGRAFIA DE CONTRASTE"
"877980";"CAVERNOGRAFIA Y CAVERNOMETRIA"
"877981";"DEFERENTOGRAFIA O VASOGRAFIA"
"878501";"LINFANGIOGRAFIA DE UN MIEMBRO SUPERIOR"
"878502";"LINFANGIOGRAFIA DE AMBOS MIEMBROS SUPERIORES"
"878601";"LINFANGIOGRAFIA DE MIEMBRO INFERIOR"
"878602";"LINFANGIOGRAFIA DE AMBOS MIEMBROS INFERIORES"
"878711";"ARTROGRAFIA DE HOMBRO"
"878721";"ARTROGRAFIA DE CODO"
"878731";"ARTROGRAFIA DE MUÑECA"
"878811";"ARTROGRAFIA DE CADERA"
"878831";"ARTROGRAFIA DE TOBILLO"
"878902";"FARMACOANGIOGRAFIA PERCUTANEA"
"878905";"ABLACION DE LESION O TEJIDO VIA PERCUTANEA"
"879111";"TOMOGRAFIA COMPUTADA DE CRANEO SIMPLE"
"879112";"TOMOGRAFIA COMPUTADA DE CRANEO CON CONTRASTE"
"879113";"TOMOGRAFIA COMPUTADA DE CRANEO SIMPLE Y CON CONTRASTE"
"879114";"CISTERNOGRAFIA POR TOMOGRAFIA COMPUTADA (TC)"
"879116";"TOMOGRAFIA COMPUTADA DE SILLA TURCA (HIPOFISIS)"
"879121";"TOMOGRAFIA COMPUTADA DE ORBITAS"
"879122";"TOMOGRAFIA COMPUTADA DE OIDO, PEÑASCO Y CONDUCTO AUDITIVO INTERNO"
"879131";"TOMOGRAFIA COMPUTADA DE SENOS PARANASALES O CARA"
"879132";"TOMOGRAFIA COMPUTADA DE RINOFARINGE"
"879141";"TOMOGRAFIA COMPUTADA DE MAXILARES (ESTUDIO IMPLANTOLOGIA)"
"879150";"TOMOGRAFIA COMPUTADA DE ARTICULACION TEMPORO MANDIBULAR (BILATERAL)"
"879161";"TOMOGRAFIA COMPUTADA DE CUELLO"
"879162";"TOMOGRAFIA COMPUTADA DE LARINGE"
"879201";"TOMOGRAFIA COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR O SACRO, POR CADA NIVEL (TRES ESPACIOS)"
"879205";"TOMOGRAFIA COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR O SACRO, COMPLEMENTO A MIELOGRAFIA (CADA SEGMENTO)"
"879301";"TOMOGRAFIA COMPUTADA DE TORAX"
"879302";"TOMOGRAFIA COMPUTADA DE CORAZON Y GRANDES VASOS"
"881630";"ECOGRAFIA ARTICULAR DE CADERA"
"879391";"TOMOGRAFIA COMPUTADA DE TORAX EXTENDIDO AL ABDOMEN SUPERIOR CON SUPRARRENALES"
"879410";"TOMOGRAFIA COMPUTADA DE ABDOMEN SUPERIOR"
"879411";"TOMOGRAFIA COMPUTADA DE INTESTINO [ENTEROTC]"
"879420";"TOMOGRAFIA COMPUTADA DE ABDOMEN Y PELVIS (ABDOMEN TOTAL)"
"879421";"TOMOGRAFIA COMPUTADA DE CADERA"
"879430";"TOMOGRAFIA COMPUTADA DE VIAS URINARIAS [UROTC]"
"879431";"UROGRAFIA CON TOMOGRAFIA COMPUTADA"
"879460";"TOMOGRAFIA COMPUTADA DE PELVIS"
"879510";"TOMOGRAFIA COMPUTADA DE MIEMBROS SUPERIORES Y ARTICULACIONES"
"879520";"TOMOGRAFIA COMPUTADA DE MIEMBROS INFERIORES Y ARTICULACIONES"
"879522";"TOMOGRAFIA COMPUTADA DE MIEMBROS INFERIORES (ANTEVERSION FEMORAL O TORSION TIBIAL)"
"879523";"TOMOGRAFIA COMPUTADA DE MIEMBROS INFERIORES (AXIALES DE ROTULA O LONGITUD DE MIEMBROS INFERIORES)"
"879601";"TOMOGRAFIA POR EMISION DE POSITRONES [PET-TC]"
"879901";"TOMOGRAFIA COMPUTADA DE VASOS"
"879902";"TOMOGRAFIA COMPUTADA DE CORONARIAS [ANGIOTC CORONARIO]"
"879903";"TOMOGRAFIA COMPUTADA CON PERFUSION"
"879904";"TOMOGRAFIA DE COHERENCIA OPTICA ENDOVASCULAR (INTRAVASCULAR)"
"879910";"TOMOGRAFIA COMPUTADA EN RECONSTRUCCION TRIDIMENSIONAL"
"879911";"TOMOGRAFIA COMPUTADA RECONSTRUCCION VIRTUAL"
"879920";"TOMOGRAFIA COMPUTADA CON MODALIDAD DINAMICA (SECUENCIA RAPIDA)"
"879990";"TOMOGRAFIA COMPUTADA COMO GUIA PARA PROCEDIMIENTOS"
"881112";"ECOGRAFIA CEREBRAL TRANSFONTANELAR CON TRANSDUCTOR DE 7.MHZ O MAS"
"881118";"ECOGRAFIA CEREBRAL TRANSFONTANELAR CON ANALISIS DOPPLER"
"881131";"ECOGRAFIA DE GLANDULAS SALIVALES CON TRANSDUCTOR DE 7 MHZ O MAS"
"881132";"ECOGRAFIA DE CUELLO"
"881141";"ECOGRAFIA DE TIROIDES CON TRANSDUCTOR DE 7 MHZ O MAS"
"881201";"ECOGRAFIA DE MAMA, CON TRANSDUCTOR DE 7 MHZ O MAS"
"881202";"ECOCARDIOGRAMA TRANSTORACICO"
"881208";"MONITOREO ECOCARDIOGRAFICO TRANSESOFAGICO"
"881209";"ECOCARDIOGRAFIA INTRACARDIACA"
"881214";"ECOCARDIOGRAMA TRANSTORACICO CON ANALISIS DE LA DEFORMIDAD MIOCARDICA"
"881301";"ECOGRAFIA DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y DE PELVIS"
"881302";"ECOGRAFIA DE ABDOMEN TOTAL (HIGADO, PANCREAS, VESICULA, VIAS BILIARES, RIÑONES, BAZO, GRANDES VASOS, PELVIS Y FLANCOS)"
"881305";"ECOGRAFIA DE ABDOMEN SUPERIOR (HIGADO, PANCREAS, VIAS BILIARES, RIÑONES, BAZO Y GRANDES VASOS)"
"881306";"ECOGRAFIA DE HIGADO, PANCREAS, VIA BILIAR Y VESICULA"
"881312";"ECOGRAFIA ENDOSCOPICA DE ESOFAGO"
"881313";"ECOGRAFIA DE ABDOMEN (PILORO)"
"881314";"ECOGRAFIA ENDOSCOPICA DE ESTOMAGO"
"881317";"ECOGRAFIA ENDOSCOPICA BILIOPANCREATICA"
"881318";"ECOGRAFIA DE RECTO"
"881319";"ECOGRAFIA ENDOSCOPICA DE RECTO"
"881320";"ECOGRAFIA DE ANO"
"881321";"ECOGRAFIA LAPAROSCOPICA DE ABDOMEN "
"881331";"ECOGRAFIA DE RIÑONES, BAZO, AORTA O ADRENALES"
"881332";"ECOGRAFIA DE VIAS URINARIAS (RIÑONES, VEJIGA Y PROSTATA TRANSABDOMINAL)"
"881333";"MEDICION DE EYECCION URETERAL"
"881340";"ECOGRAFIA DE ABDOMEN (MASAS ABDOMINALES Y DE RETROPERITONEO)"
"881360";"ECOGRAFIA PELVICA CON ANALISIS DOPPLER"
"881362";"ECOGRAFIA DE TEJIDOS BLANDOS DE ABDOMEN CON ANALISIS DOPPLER"
"881390";"ECOGRAFIA DEL ABDOMEN Y PELVIS COMO GUIA DE PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA"
"881401";"ECOGRAFIA PELVICA GINECOLOGICA TRANSVAGINAL"
"881402";"ECOGRAFIA PELVICA GINECOLOGICA TRANSABDOMINAL"
"881403";"ECOGRAFIA PELVICA GINECOLOGICA (ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL) (TRANSDUCTOR DE 7 MHZ O MAS)"
"881410";"ECOGRAFIA PELVICA GINECOLOGICA (HISTEROSONOGRAFIA O HISTEROSALPINGOSONOGRAFIA)"
"881431";"ECOGRAFIA OBSTETRICA TRANSABDOMINAL"
"881432";"ECOGRAFIA OBSTETRICA TRANSVAGINAL"
"881434";"ECOGRAFIA OBSTETRICA CON PERFIL BIOFISICO"
"881435";"ECOGRAFIA OBSTETRICA CON EVALUACION DE CIRCULACION PLACENTARIA Y FETAL"
"881436";"ECOGRAFIA OBSTETRICA CON TRANSLUCENCIA NUCAL"
"881437";"ECOGRAFIA OBSTETRICA CON DETALLE ANATOMICO"
"881501";"ECOGRAFIA DE PROSTATA TRANSABDOMINAL"
"881502";"ECOGRAFIA DE PROSTATA TRANSRECTAL"
"881510";"ECOGRAFIA TESTICULAR CON TRANSDUCTOR DE 7 MHZ O MAS"
"881511";"ECOGRAFIA TESTICULAR CON ANALISIS DOPPLER"
"881521";"ECOGRAFIA DE PENE CON TRANSDUCTOR DE 7 MHZ O MAS"
"881601";"ECOGRAFIA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON TRANSDUCTOR DE 7 MHZ O MAS"
"881602";"ECOGRAFIA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON TRANSDUCTOR DE 7 MHZ O MAS"
"881603";"ECOGRAFIA DE ALTA RESOLUCION EN NERVIOS DE EXTREMIDADES"
"881610";"ECOGRAFIA ARTICULAR DE HOMBRO"
"881611";"ECOGRAFIA ARTICULAR DE CODO"
"881612";"ECOGRAFIA ARTICULAR DE PUÑO (MUÑECA)"
"881613";"ECOGRAFIA ARTICULAR DE MANO"
"881620";"ECOGRAFIA ARTICULAR DE RODILLA"
"881621";"ECOGRAFIA ARTICULAR DE TOBILLO"
"881622";"ECOGRAFIA ARTICULAR DE PIE"
"881701";"ECOGRAFIA COMO GUIA PARA PROCEDIMIENTOS"
"881702";"ECOGRAFIA COMO GUIA PARA PROCEDIMIENTOS CON MARCACION"
"881703";"ELASTOSONOGRAFIA"
"881704";"ECOGRAFIA FUNCIONAL (DOPPLER DE BAJO FLUJO)"
"882103";"ECOGRAFIA DOPPLER TRANSCRANEAL"
"882105";"DOPPLER TRANSCRANEAL CON MONITOREO DE 24 HORAS"
"882112";"ECOGRAFIA DOPPLER DE VASOS DEL CUELLO"
"882132";"ECOGRAFIA DOPPLER DE OTROS VASOS PERIFERICOS DEL CUELLO"
"882203";"ECOGRAFIA DOPPLER DE VASOS ABDOMINALES O PELVICOS"
"882212";"ECOGRAFIA DOPPLER DE AORTA ABDOMINAL"
"882222";"ECOGRAFIA DOPPLER DE ARTERIAS RENALES"
"882232";"ECOGRAFIA DOPPLER DE ARTERIAS MESENTERICAS"
"882242";"ECOGRAFIA DOPPLER DE TRONCO CELIACO"
"882252";"ECOGRAFIA DOPPLER DE VENA CAVA"
"882262";"ECOGRAFIA DOPPLER DE ARTERIAS ILIACAS"
"882270";"PLETISMOGRAFIA ARTERIAL PENEANA"
"882272";"ECOGRAFIA DOPPLER DE VASOS DEL PENE"
"882282";"ECOGRAFIA DOPPLER DE VASOS ESCROTALES"
"882292";"ECOGRAFIA DOPPLER CON EVALUACION DE FLUJO SANGUINEO EN MASAS ABDOMINALES"
"882294";"ECOGRAFIA DOPPLER CON EVALUACION DE FLUJO SANGUINEO EN MASAS PELVICAS "
"882296";"ECOGRAFIA DOPPLER CON EVALUACION DE FLUJO SANGUINEO EN HIPERTENSION PORTAL"
"882298";"ECOGRAFIA DOPPLER OBSTETRICA CON EVALUACION DE CIRCULACION PLACENTARIA"
"882301";"FOTOPLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS SUPERIORES"
"882302";"FOTOPLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS SUPERIORES"
"882305";"PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS SUPERIORES"
"882306";"PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS SUPERIORES"
"882307";"ECOGRAFIA DOPPLER DE VASOS ARTERIALES DE MIEMBROS SUPERIORES"
"882309";"ECOGRAFIA DOPPLER DE VASOS VENOSOS DE MIEMBROS SUPERIORES"
"882316";"ECOGRAFIA DOPPLER DE VASOS VENOSOS DE MIEMBRO SUPERIOR"
"882317";"ECOGRAFIA DOPPLER DE VASOS VENOSOS DE MIEMBROS INFERIORES"
"882320";"FOTOPLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS INFERIORES"
"882321";"FOTOPLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS INFERIORES"
"882325";"PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS INFERIORES"
"882326";"PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS INFERIORES"
"882340";"PLETISMOGRAFIA ARTERIAL DE MIEMBROS INFERIORES POST EJERCICIO"
"882350";"PLETISMOGRAFIA VENOSA CUANTITATIVA DE AIRE EN MIEMBROS INFERIORES"
"882370";"FLEBOGRAFIA DE IMPEDANCIA"
"882390";"MEDICION DE PRESIONES SEGMENTARIAS E INDICES ARTERIALES CON DOPPLER"
"882602";"ECOGRAFIA DOPPLER DE OTROS ORGANOS TRASPLANTADOS"
"882603";"ECOGRAFIA DOPPLER DE RIÑON TRASPLANTADO"
"882801";"ECOGRAFIA DOPPLER DE VASOS"
"882840";"ECOGRAFIA DOPPLER COMO GUIA EN COLOCACION DE CATETERES"
"883101";"RESONANCIA MAGNETICA DE CEREBRO"
"883102";"RESONANCIA MAGNETICA DE BASE DE CRANEO O SILLA TURCA"
"883103";"RESONANCIA MAGNETICA DE ORBITAS"
"883104";"RESONANCIA MAGNETICA DE CEREBRO FUNCIONAL"
"883105";"RESONANCIA MAGNETICA DE ARTICULACION TEMPOROMANDIBULAR"
"883106";"RESONANCIA MAGNETICA DE CEREBRO CON TRACTOGRAFIA"
"883107";"RESONANCIA MAGNETICA PARA EVALUACION DINAMICA DE LIQUIDO CEFALORRAQUIDEO"
"883108";"RESONANCIA MAGNETICA DE PARES CRANEANOS"
"883109";"RESONANCIA MAGNETICA DE OIDOS"
"883110";"RESONANCIA MAGNETICA DE SENOS PARANASALES O CARA"
"883111";"RESONANCIA MAGNETICA DE CUELLO"
"883210";"RESONANCIA MAGNETICA DE COLUMNA CERVICAL SIMPLE"
"883211";"RESONANCIA MAGNETICA DE COLUMNA CERVICAL CON CONTRASTE"
"883220";"RESONANCIA MAGNETICA DE COLUMNA TORACICA SIMPLE"
"883221";"RESONANCIA MAGNETICA DE COLUMNA TORACICA CON CONTRASTE"
"883230";"RESONANCIA MAGNETICA DE COLUMNA LUMBOSACRA SIMPLE"
"883231";"RESONANCIA MAGNETICA DE COLUMNA LUMBAR CON CONTRASTE"
"883232";"RESONANCIA MAGNETICA DE COLUMNA SACROILIACA SIMPLE"
"883233";"RESONANCIA MAGNETICA DE COLUMNA SACROILIACA CON CONTRASTE"
"883234";"RESONANCIA MAGNETICA DE COLUMNA SACROCOXIGEA SIMPLE"
"883235";"RESONANCIA MAGNETICA DE COLUMNA SACROCOXIGEA CON CONTRASTE"
"883301";"RESONANCIA MAGNETICA DEL TORAX"
"883321";"RESONANCIA MAGNETICA DE CORAZON CON VALORACION DE LA MORFOLOGIA (CARACTERIZACION TISULAR)"
"883322";"RESONANCIA MAGNETICA DE CORAZON CON MAPEO DE LA VELOCIDAD DE FLUJO"
"883341";"ANGIORRESONANCIA DE TORAX (SIN INCLUIR CORAZON)"
"883351";"RESONANCIA MAGNETICA DE MAMA"
"883390";"RESONANCIA MAGNETICA DE OTRAS ESTRUCTURAS NO ESPECIFICADAS DEL TORAX Y SISTEMA CARDIOVASCULAR"
"883401";"RESONANCIA MAGNETICA DE ABDOMEN"
"883430";"RESONANCIA MAGNETICA DE VIAS BILIARES"
"883434";"COLANGIORESONANCIA"
"883435";"RESONANCIA MAGNETICA DE VIA URINARIA [URORRESONANCIA]"
"883436";"RESONANCIA MAGNETICA DE INTESTINO [ENTERORM]"
"883440";"RESONANCIA MAGNETICA DE PELVIS"
"883441";"RESONANCIA MAGNETICA DINAMICA DE PISO PELVICO"
"883442";"RESONANCIA MAGNETICA OBSTETRICA"
"883443";"RESONANCIA MAGNETICA DE PLACENTA"
"883511";"RESONANCIA MAGNETICA DE MIEMBRO SUPERIOR SIN INCLUIR ARTICULACIONES"
"883512";"RESONANCIA MAGNETICA DE ARTICULACIONES DE MIEMBRO SUPERIOR (ESPECIFICO)"
"883521";"RESONANCIA MAGNETICA DE MIEMBRO INFERIOR SIN INCLUIR ARTICULACIONES"
"883522";"RESONANCIA MAGNETICA DE ARTICULACIONES DE MIEMBRO INFERIOR (ESPECIFICO)"
"883545";"RESONANCIA MAGNETICA DE ARTICULACIONES COMPARATIVA"
"883560";"RESONANCIA MAGNETICA DE PLEJO BRAQUIAL"
"883590";"RESONANCIA MAGNETICA DE SISTEMA MUSCULO ESQUELETICO"
"883701";"RESONANCIA MAGNETICA DE MEDULA OSEA (ESTUDIO DE SUPLENCIA VASCULAR)"
"883901";"RESONANCIA MAGNETICA DE CUERPO ENTERO"
"883902";"RESONANCIA MAGNETICA DE SITIO NO ESPECIFICADO"
"883903";"RESONANCIA MAGNETICA COMO GUIA PARA PROCEDIMIENTOS"
"883904";"RESONANCIA MAGNETICA CON PERFUSION"
"883905";"ESPECTROSCOPIA"
"883908";"RESONANCIA MAGNETICA DE VASOS"
"883909";"RESONANCIA MAGNETICA CON ANGIOGRAFIA"
"883910";"RESONANCIA MAGNETICA CON ESTUDIO DINAMICO (CINE RESONANCIA)"
"883911";"RESONANCIA MAGNETICA CON RECONSTRUCCION TRIDIMENSIONAL"
"883912";"RESONANCIA MAGNETICA CON RECONSTRUCCION VIRTUAL"
"886011";"OSTEODENSITOMETRIA POR TC"
"886012";"OSTEODENSITOMETRIA POR ABSORCION DUAL"
"886013";"OSTEODENSITOMETRIA Y COMPOSICION CORPORAL (TEJIDOS BLANDOS)"
"887001";"CINERADIOGRAFIA"
"887101";"NAVEGACION ELECTROMAGNETICA COMO GUIA DE PROCEDIMIENTOS"
"887201";"DEFECOGRAFIA"
"890603";"DETECCION INTRAHOSPITALARIA DE DONANTE DE ORGANOS Y TEJIDOS (VALORACION)"
"891506";"ESTIMULACION ELECTRICA SUBCORTICAL"
"891514";"ONDA F (POR NERVIO)"
"891515";"REFLEJO H (POR NERVIO)"
"891704";"ESTUDIO FISIOLOGICO COMPLETO DEL SUEÑO [POLISOMNOGRAFIA]"
"891804";"MONITOREO DE PRESION POSITIVA DURANTE EL SUEÑO"
"891805";"MONITOREO DE FLUJO RESPIRATORIO DURANTE EL SUEÑO [POLIGRAFIA RESPIRATORIA]"
"891806";"MONITOREO DE ACTIVIDAD SUEÑO VIGILIA  [ACTIGRAFIA]"
"891903";"MONITORIZACION INTRAOPERATORIA CORTICAL Y SUBCORTICAL"
"891904";"MONITORIZACION INTRAOPERATORIA DE BASE DE CRANEO, TRONCO CEREBRAL Y PARES CRANEANOS"
"891905";"MONITORIZACION INTRAOPERATORIA DEL X PAR O DEL NERVIO LARINGEO RECURRENTE"
"891906";"MONITORIZACION INTRAOPERATORIA CEREBRAL EN CIRUGIA CARDIOVASCULAR"
"891907";"MONITORIZACION INTRAOPERATORIA DE COLUMNA VERTEBRAL Y MEDULA ESPINAL"
"891908";"MONITORIZACION INTRAOPERATORIA DEL SISTEMA NERVIOSO PERIFERICO"
"893819";"MEDICION DE LA FRACCION EXHALADA DE OXIDO NITRICO"
"895913";"MEDICION NO INVASIVA DE RIGIDEZ VASCULAR"
"902067";"UNION DE VON WILLEBRAND A COLAGENO: (VWF:CB)"
"902068";"UNION DE VON WILLEBRAND A FACTOR VIII: (VWF:FVIIIB)"
"902069";"MULTIMEROS DEL FACTOR DE VON WILLEBRAND: (VWF:MA)"
"902071";"FACTOR VON WILLEBRAND PROTEASA DE CLIVAJE"
"902072";"ACTIVIDAD DEL FACTOR VON WILLEBAND"
"902073";"VISCOELASTICIDAD DE LA SANGRE"
"902074";"ANTIGENO DE FACTOR VON WILLEBRAND PRE Y POST ESTIMULO (ESPECIFICO) HASTA 6 MUESTRAS"
"902075";"ACTIVIDAD DE FACTOR VON WILLEBRAND PRE Y POST ESTIMULO (ESPECIFICO) HASTA 6 MUESTRAS"
"903440";"TRIPTASA NIVELES SEMIAUTOMATIZADO O AUTOMATIZADO"
"904404";"INHIBINA B"
"904405";"MACROPROLACTINA"
"904512";"ANDROSTERONA "
"904605";"DIHIDROTESTOSTERONA"
"904720";"ELASTASA PANCREATICA"
"904721";"PEPTIDO INTESTINAL VASOACTIVO"
"906051";"Neisseria gonorrhoeae ANTICUERPOS"
"906052";"Streptococcus pneumoniae (SEROTIPOS ESPECIFICOS) ANTICUERPOS Ig G SEMIAUTOMATIZADO O AUTOMATIZADO"
"906268";"TEST DE AVIDEZ ANTICUERPOS Ig G Rubeola SEMIAUTOMATIZADO O AUTOMATIZADO"
"906269";"TEST DE AVIDEZ ANTICUERPOS Ig G Citomegalovirus SEMIAUTOMATIZADO O AUTOMATIZADO"
"906339";"Clostridium difficile ANTIGENO A Y B"
"906487";"NEURONALES ANTICUERPOS (ANTI-Hu Yo Ri Fifisina CV2 Ma2) SEMIAUTOMATIZADO O AUTOMATIZADO  "
"906492";"ANTICUERPOS ANTI RECEPTOR DE TSH SEMIAUTOMATIZADO O AUTOMATIZADO"
"906493";"N-METIL ASPARTATO RECEPTOR ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO"
"906494";"21 HIDROXILASA ANTICUERPOS SEMIAUTOMATIZADO O AUTOMATIZADO"
"906496";"OTRO ANTICUERPO (ESPECIFICO) PARA LA UNION NEUROMUSCULAR SEMIAUTOMATIZADO O AUTOMATIZADO"
"906497";"ANTICUERPOS ANTIFOSFOLIPASA A2"
"906517";"TIPIFICACION ANTIGENO LEUCOCITARIO HUMANO LOCUS B27"
"906518";"TIPIFICACION DE ANTIGENO LEUCOCITARIO HUMANO LOCUS C"
"906519";"TIPIFICACION DE ANTIGENO LEUCOCITARIO HUMANO LOCUS DP"
"906520";"ANTICUERPOS DONANTE ESPECIFICO (DONANTE - RECEPTOR TRASPLANTE)"
"906521";"ANTICUERPOS ANTI HLA CLASE I (P.R.A) CUALITATIVO"
"906522";"ANTICUERPOS ANTI HLA CLASE II (P.R.A) CUALITATIVO"
"906523";"ANTICUERPOS ANTI HLA CLASE I (P.R.A) CUANTITATIVO"
"906524";"ANTICUERPOS ANTI HLA CLASE II (P.R.A) CUANTITATIVO"
"906525";"ANTICUERPOS ANTI HLA ANTIGENO AISLADO CLASE I"
"906526";"ANTICUERPOS ANTI HLA ANTIGENO AISLADO CLASE II"
"906527";"PRUEBA DE QUIMERISMO"
"906628";"PROTEINA EPIDIDIMAL HUMANA 4 (HE-4) SEMIAUTOMATIZADO O AUTOMATIZADO"
